text,label,source
""" "" "" "" swears i'm 1 man"" easily"" easily"" behind austin"" nip?",0,davidson
""" this is a true ride or die bitch hundred points what the fuck hahahahah",1,davidson
""" h.g.wells and charlie chaplin history photography",0,davidson
""" all i see is bruno's bitch ass on my twitter now. wtf"" bruno's all that she sees (drake voice)",1,davidson
""" i'm about to cool faggot chill"" tf is cool nigger",1,davidson
""" i'm so sure bitch"" frfr tf",1,davidson
""" twitter is not a source of news broadcast you fucking retards"" it is when nbc, abc, cnn, fox, etc are all keeping quiet.",1,davidson
""" got a couple bitches saying they know me but i'ma let the money talk for me smiling face with sunglasses ok hand "" and i'm like.. wwyd",1,davidson
""" grudges are for weirdos""and bitches",1,davidson
""" i told mariam to but cigarettes for her birthday""you also called me trash rn",0,davidson
""" brownies tonight"" what kind?!?!",0,davidson
""" no text back? i don't give a fuck, i'll text another bitch"" damn someone is hurt lol",1,davidson
""" umm okay you got hoes from left to right face with tears of joy face with tears of joy do yah thang!",1,davidson
""" using y=mx+b to find the slope of that ass""",1,davidson
""" fit lads! nice gear! these scally lads n trainers would get it",0,davidson
""" hell yeah bro! fuck yeah sexy scally lad in hot gear",1,davidson
""" helping out a mate!! i love scally play. fuck yeah",1,davidson
""" lads being lads! fuck yeah. i love scally lad action. hot trainers too.",1,davidson
""" next year bitches is gonna be like you gotta promise you won't expose me face with tears of joy face with tears of joy loudly crying face """,1,davidson
""" "" so hot!! rt lick it, bitch fuck yeah. eat that trainer u dirty fucker",1,davidson
""" "" y'all think celebrity pussy different from the locals? face with tears of joy "" yeah meghan goods is""",1,davidson
""" ""i saw an ajumma walk out in the beginning saying, 'wow, this is so trash that i can't even listen to it..'"" face with tears of joy "" lmaoo",0,davidson
""" need these sox fuck yeah. i love a kinky scally lad w/ rank sox and sneaks",1,davidson
""" i don't ever expose females like that.. that's childish.."" bitch nigger shii..",1,davidson
""" "" yass""trys new things with bestfriend""bitch who do you love",1,davidson
""" dude remember this wop video? omg where did you find that",0,davidson
""" thick raw fuck damn his man pussy is getting a workout.",1,davidson
""" rawr!! rt ""my"" sexy french scally. i love him! frenchscally sexy scally woof woof",0,davidson
""" nothin in life is free.. some of you bitches need to write that on ya panties"" loudly crying face face with tears of joy",1,davidson
""" if one of you bitches want some of my burrito u can catch me at potosino"" huh? haha",1,davidson
""" niggas whole hoes out here cuz"" couldn't had said it better.. raising hands",1,davidson
""" hardcore way to eat mac and cheese1. boil water 2. snort cheese powder3. drink boiling water 4. fuck bitches""",1,davidson
""" youre not my type if my fade is perpetually fresher than yours."" that's a real ass bitch rite there",1,davidson
""" annoying bitch that i love judyann's so pretty!!",1,davidson
""" lmao bitch got on some huggies",1,davidson
""" hi bitch no bitchbye bitch""",1,davidson
""" does he look like a bitch?""",1,davidson
""" chase money money bag not person gesturing no hoes people with bunny ears hundred points hundred points """,1,davidson
""" can't stand a ""i don't know what i want"" ass nigger sleeping face "" bitch",1,davidson
""" "" "" i'm on my way love a chav""hot"" sexy scally fucker.",1,davidson
""" these newly gay bitches don't kno how shit works""",1,davidson
""" when a bitch don't want a real job they just become strippers lol"" lol.",1,davidson
""" aww meat meat in his feelins""i ainn n my feelings bitch",1,davidson
""" i want snake bites , my industrial piercin & a tattoo""dem hoe accessories dea eyes eyes frog hot beverage",1,davidson
""" baby albino turtle",0,davidson
""" these hoes ain't loyal.""",1,davidson
""" yass, ordered chinese clapping hands "" bitch you just ate tacos you fat fuck",1,davidson
""" i made that bitch lunch. "" bitches love lunch.",1,davidson
"""a no brainer""but as soon as this bitch gets rich in political power, her views will change!political whores!",1,davidson
"""a pussy a day keeps the devil away"" -",1,davidson
"""ain't that about a bitch"".. what does that mean?",1,davidson
"""all these bitches want a baby, i don't want no children.""",1,davidson
"""and bitch you must be lost"" face with tears of joy face with tears of joy",1,davidson
"""baby i like being on your left side"" no bitch you can't be there cuz the street on that side and twitter said i ain't real if you do",1,davidson
"""bae"" sounds like such a ghetto word. use something else",0,davidson
"""batter the wee cunt jewis"" y cos he fucked my ex? emma isnt battering the girls i've nailed?ive moved on,stop being a pussy n do it urself.",1,davidson
"""bleed out hoe!!"" -alexa",1,davidson
"""boolin' in the bando wit a few bitches""",1,davidson
"""brownies for my brownie"" i love this movie. grinning face with sweat",0,davidson
"""but i need a bad bitch that's hotter than me"" might be the realist shit partynextdoor ever said. that's how i be feelin everyday",1,davidson
"""by the way we do punch bitches.""",1,davidson
"""caesar is home"" rt "" so much this bitch looks like. lets start with ape shit"" loudly crying face loudly crying face """,1,davidson
"""chinese maverick we were communicating comrade , u know giving the imperialist yanks the birdie""",0,davidson
"""dad say hi to my snapchat"" dad "" victory hand victory hand duces bitch"" face with tears of joy face with tears of joy weary face weary face",1,davidson
"""do you believe these hoes are not in fact loyal?"" ""i disagree with that, i do believe they are in fact the loyalest bunch,these hoes""",1,davidson
"""don't know no ugly bitches! don't know no broke niggas!""--",1,davidson
"""don't make me make you fall in live with a nigger like mee.."" the birds 1&2 are my favorite songs by weeknd",1,davidson
"""don't worry about the nigger you see, worry about the nigger you don't see.. dat's da nigger fuckin yo bitch.""",2,davidson
"""don't you ever give my pussy away. you keep it tight, alright?""",1,davidson
"""dropped a stack cause bitch i'm on"".- song called ""dope"".download the mixtape here",1,davidson
"""dumb bitches do dumb things""",1,davidson
"""eat the pussy like a real nigger hungry""",1,davidson
"""eff it. let's go after the cripple.""",1,davidson
"""everything look better with a bitch next to it""",1,davidson
"""facto who cares if you a hoe when your ass looks like this?",1,davidson
"""for every bad bitch there is a nigger tired of fucking her""",1,davidson
"""foreign chick, no lie.. man that bitch beautiful""",1,davidson
"""fresh nigger so you kno i need a clean bitch.. who kno i'm working cuz i wanna see my team rich.""",1,davidson
"""fuck 5/0 i make my own rules. suck my dragon balls bitch call me goku""",1,davidson
"""generate ascii boxes with nodejs"" all i see is the ability to bring flappy-bird in node via ascii tubes and bird",0,davidson
"""get me that shit bitch you is fine bear""",1,davidson
"""get your ass back to detroit ya fuckin' wigger!""",1,davidson
"""girls that i dated, its okay i ain't mad yo, unless you stabbed me in the heart, no love hoe""",1,davidson
"""how do you know my twitter password"" bitch please",1,davidson
"""have you seen my shows? have you seen my hoes? if i wasn't hot would they be so thick?""",1,davidson
"""he a bitch for hitting that hoe"" face with tears of joy face with tears of joy face with tears of joy face with tears of joy face with tears of joy face with tears of joy face with tears of joy face with tears of joy face with tears of joy",1,davidson
"""he married to a white woman.. lucky sum-bitch"" - uncle ruckus",1,davidson
"""he wanna be my nigger, but i'm just trinna be his savings account weary face "" face with tears of joy loudly crying face face with tears of joy loudly crying face omg imma funny ass bitch man, but that's real shit hundred points",1,davidson
"""her great grandmas a hoe,her grandmas a hoe,her moms and a hoe, and she's a hoe! it's a long line of hoes!"" -grandpa carl everyone",1,davidson
"""hey go look at that video of the man that found the kidnapped girls in ohio..what a nigger"" - shitmybossays",2,davidson
"""hey pussy you still there?""",1,davidson
"""how about we draft all those gung-ho folks and send them to afghanistan or other war zones so they can show their..",0,davidson
"""how hotter than is it?"" ""a bitch.""",1,davidson
"""how u talking to hoes bout bro n em.. why you talking to hoes bout bro n em""",1,davidson
"""how you doing, crazy bitch?"" is hilarious!",1,davidson
"""i know my shoes dirty as fuck, whatever, bitch. you don't have to call!""like, negro.. one of the first things they look at is shoes, dog",1,davidson
"""i am a thrill billy..with a hillbilly heart."" -. hahahahaha jesus murphy!",0,davidson
"""i call him my bitch""",1,davidson
"""i can't handle no liquor.. but these bitches can't handle meedd"" - chief sosa",1,davidson
"""i don't chase after dudes.. i chase after bitches."" - edgar bautista",1,davidson
"""i don't love these hoes, baby it's me and you forever""",1,davidson
"""i dont even need a picture of tamar, that bitch is beat in every picture"" face with tears of joy loudly crying face face with tears of joy face with tears of joy face with tears of joy",1,davidson
"""i dont have hoes"" sleeping face",1,davidson
"""i found a new way to chug you have to open your mouth alot"" shitallysays",0,davidson
"""i fucking hate that bitch so much i wanna smack her in the face then tongue kiss her""",1,davidson
"""i got a bitch set it off like jada picket..queen latifah you riding round with your nieces bitch you titi""",1,davidson
"""i got a sister, she told me stop calling women bitches..""",1,davidson
"""i guess this is the night bitches die..!!"" stewie is that nigger..!",1,davidson
"""i had a bitch that had a bitch, had the bitch eating halibut.."" - fresh rhymes jerk squad slow stir",1,davidson
"""i have this lady-loveshe's married, but i still wanna bang hershe won't have sex with mewhat a bitch"" a troubadour, probably",1,davidson
"""i heard you was looking for candy man, bitch""",1,davidson
"""i hope you don't get mad, ladies. i only call you bitches 'bitches' bc i don't know your names individually."" -katt williams",1,davidson
